Class Name, Line of Code, Line of Comments, RFC, Cohesion, Coupling, Cyclomatic Complexity, Weighted Methods, Depth of Class, Number of children
ImportClonesWizard.java, 134, 0, 35, 2, 2, [getCloneGroupList->1 #addPages->1 #performFinish->12 #], 14, 1, 0
ImportClonesWizardPage.java, 201, 1, 31, 1, 0, [createControl->6 #initializeBasicFileInput->8 #initializeSecondaryFileInput->4 #getSelectedCloneDetectorType->1 #getBasicInputFile->1 #getSecondaryInputFile->1 #], 21, 1, 0
LabelControlContribution.java, 40, 0, 3, 2, 0, [createControl->2 #], 2, 1, 0
LongMethod.java, 902, 59, 188, 9, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->12 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->20 #processMethod->13 #saveResults->4 #], 65, 1, 0
LongMethod.java, 902, 59, 188, 9, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->12 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->20 #processMethod->13 #saveResults->4 #], 65, 0, 0
LongMethod.java, 902, 59, 188, 9, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->12 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->20 #processMethod->13 #saveResults->4 #], 65, 1, 0
LongMethod.java, 902, 59, 188, 9, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->12 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->20 #processMethod->13 #saveResults->4 #], 65, 1, 0
MethodEvolutionAction.java, 69, 0, 16, 1, 3, [run->5 #selectionChanged->1 #setActivePart->1 #], 7, 0, 0
MethodNameValidator.java, 19, 0, 2, 1, 0, [isValid->2 #], 2, 0, 0
MoveMethodInputPage.java, 106, 0, 21, 1, 0, [createControl->4 #handleInputChanged->3 #], 7, 1, 0
MultilineButton.java, 38, 0, 6, 2, 0, [checkSubclass->1 #computeSize->1 #], 2, 1, 0
MyComboBoxCellEditor.java, 25, 0, 4, 2, 0, [createControl->1 #], 1, 1, 0
MyRefactoringWizard.java, 85, 0, 9, 2, 5, [addUserInputPages->6 #performFinish->7 #], 13, 1, 0
ReplaceTypeCodeWithStateStrategyInputPage.java, 199, 0, 24, 2, 1, [createControl->5 #handleInputChanged->5 #], 10, 1, 0
SliceAnnotation.java, 12, 0, 0, 2, 0, [], 0, 1, 0
SliceProfileAction.java, 125, 2, 34, 1, 4, [setActivePart->1 #run->10 #selectionChanged->1 #], 12, 0, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 1, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 0, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 1, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 0, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 1, 0
SliceProfileDialog.java, 372, 0, 81, 4, 0, [createDialogArea->10 #computeSliceProfileIntersectionStatements->3 #tightness->1 #coverage->3 #overlap->3 #getColumnIndex->3 #updateMetrics->3 #], 26, 0, 0
SliceProfileRow.java, 40, 0, 7, 2, 0, [getStatementID->1 #put->1 #getValue->1 #statementBelongsToAllSlices->4 #], 7, 0, 0
StringCompareEditorInput.java, 56, 0, 7, 5, 0, [prepareInput->1 #], 1, 1, 0
StringCompareEditorInput.java, 56, 0, 7, 5, 0, [prepareInput->1 #], 1, 0, 0
StyledStringStyler.java, 121, 37, 6, 1, 0, [appendTextStyle->20 #applyStyles->2 #], 22, 1, 0
StyledStringVisitor.java, 1421, 251, 111, 8, 1, [generateDifferenceASTNodes->10 #getStyledString->1 #visit->1 #visit->4 #visit->3 #visit->2 #visit->2 #visit->1 #visit->1 #visit->1 #visit->3 #visit->1 #visit->1 #visit->4 #visit->2 #visit->1 #visit->3 #visit->2 #visit->1 #visit->2 #visit->1 #visit->6 #visit->1 #visit->2 #visit->2 #visit->1 #visit->1 #visit->1 #visit->1 #visit->2 #visit->1 #visit->3 #visit->1 #visit->1 #visit->3 #visit->1 #visit->1 #visit->1 #visit->1 #visit->2 #visit->1 #visit->2 #visit->4 #visit->1 #visit->1 #visit->1 #visit->2 #visit->2 #visit->2 #visit->3 #visit->2 #visit->1 #visit->2 #visit->1 #visit->4 #visit->1 #visit->1 #visit->3 #visit->4 #visit->3 #visit->5 #visit->2 #visit->4 #handleExpression->27 #handleType->7 #handleModifier->5 #handleTypeArguments->4 #handleParameters->3 #isDifference->1 #isNamedConstant->4 #isNonStaticField->4 #isStaticMethodCall->4 #determineDiffStyle->2 #activateDiffStyle->2 #deactivateDiffStyle->3 #appendOpenParenthesis->2 #appendClosedParenthesis->2 #appendOpenBracket->2 #appendClosedBracket->2 #appendOpenBrace->2 #appendClosedBrace->2 #appendOpenCurlyBracket->2 #appendClosedCurlyBracket->2 #appendPeriod->2 #appendColon->2 #appendSemicolon->2 #appendComma->2 #appendEquals->2 #appendSpace->2 #appendQuestionMark->2 #appendPipe->2 #appendAtSign->2 #initializeKeywordStyle->1 #initializeNamedConstantStyle->1 #initializeNonStaticFieldStyle->1 #initializeStringStyle->1 #initializeStaticMethodCallStyle->1 #initializeOrdinaryStyle->1 #initializeDifferenceStyle->1 #initializeFont->1 #initializeBoldFont->1 #initializeItalicFont->1 #], 241, 1, 0
TypeChecking.java, 802, 85, 162, 8, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->13 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->10 #saveResults->4 #], 43, 1, 0
TypeChecking.java, 802, 85, 162, 8, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->13 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->10 #saveResults->4 #], 43, 0, 0
TypeChecking.java, 802, 85, 162, 8, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->13 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->10 #saveResults->4 #], 43, 1, 0
TypeChecking.java, 802, 85, 162, 8, 0, [createPartControl->11 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->13 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->10 #saveResults->4 #], 43, 1, 0
ZoomValueValidator.java, 20, 0, 2, 1, 0, [isValid->2 #], 2, 0, 0
