Class Name, Line of Code, Line of Comments, RFC, Cohesion, Coupling, Cyclomatic Complexity, Weighted Methods, Depth of Class, Number of children
PDGSlice.java, 491, 0, 60, 8, 0, [getVariableDeclarationsAndAccessedFieldsInMethod->1 #getMethod->1 #getIFile->1 #getMethodSize->1 #getBoundaryBlock->1 #getExtractedMethodInvocationInsertionNode->1 #getNodeCriterion->1 #getLocalVariableCriterion->1 #getSliceNodes->1 #getPassedParameters->1 #getRemovableNodes->1 #nodeBelongsToBlockBasedRegion->1 #edgeBelongsToBlockBasedRegion->1 #getDeclarationOfVariableCriterion->3 #declarationOfVariableCriterionBelongsToSliceNodes->3 #declarationOfVariableCriterionBelongsToRemovableNodes->3 #nodeCriterionIsDuplicated->2 #satisfiesRules->2 #sliceContainsBranchStatementWithoutInnermostLoop->6 #sliceContainsReturnStatement->3 #declarationOfVariableCriterionIsDuplicated->3 #returnStatementIsControlDependentOnSliceNode->5 #isControlDependentOnSliceNode->4 #nonDuplicatedSliceNodeAntiDependsOnNonRemovableNode->6 #nodeDependsOnNonRemovableNode->5 #nonDuplicatedSliceNodeOutputDependsOnNonRemovableNode->6 #duplicatedSliceNodeWithClassInstantiationHasDependenceOnRemovableNode->8 #nodeCritetionIsDeclarationOfVariableCriterion->2 #variableCriterionIsReturnedVariableInOriginalMethod->2 #containsDuplicateNodeWithStateChangingMethodInvocation->7 #sliceContainsDeclaration->3 #computeSlice->4 #computeSlice->1 #getDefNodes->4 #traverseBackward->4 #toString->1 #], 100, 1, 0
PDGSliceUnion.java, 545, 2, 65, 6, 1, [isNestedInside->4 #getThrowStatementNodesWithinRegion->3 #getVariableDeclarationsAndAccessedFieldsInMethod->1 #getMethod->1 #getIFile->1 #getMethodSize->1 #getBoundaryBlock->1 #getNodeCriteria->1 #getExtractedMethodInvocationInsertionNode->1 #getLocalVariableCriterion->1 #getSliceNodes->1 #getPassedParameters->1 #getRemovableNodes->1 #getDeclarationOfVariableCriterion->3 #declarationOfVariableCriterionBelongsToSliceNodes->3 #declarationOfVariableCriterionBelongsToRemovableNodes->3 #sliceContainsDeclaration->3 #allNodeCriteriaAreDuplicated->3 #returnStatementIsControlDependentOnSliceNode->5 #isControlDependentOnSliceNode->4 #nonDuplicatedSliceNodeAntiDependsOnNonRemovableNode->6 #nodeDependsOnNonRemovableNode->5 #nonDuplicatedSliceNodeOutputDependsOnNonRemovableNode->6 #duplicatedSliceNodeWithClassInstantiationHasDependenceOnRemovableNode->8 #containsDuplicateNodeWithStateChangingMethodInvocation->7 #variableCriterionIsReturnedVariableInOriginalMethod->2 #sliceContainsOnlyOneNodeCriterionAndDeclarationOfVariableCriterion->2 #declarationOfVariableCriterionIsDuplicated->3 #sliceContainsReturnStatement->3 #sliceContainsBranchStatementWithoutInnermostLoop->6 #complyWithUserThresholds->5 #sliceEqualsMethodBody->2 #variableCriterionIsStreamClosedInFinallyBlock->5 #sliceContainsVariableDeclarationClosedInFinallyBlock->6 #satisfiesRules->2 #], 110, 0, 0
PDGSliceUnionCollection.java, 39, 0, 2, 1, 1, [getSliceUnions->1 #], 1, 0, 0
PDGStatementNode.java, 126, 0, 29, 1, 0, [determineDefinedAndUsedVariables->28 #], 28, 2, 1
PDGSynchronizedNode.java, 15, 0, 0, 0, 0, [], 0, 3, 0
PDGTryNode.java, 51, 0, 14, 3, 0, [hasFinallyClauseClosingVariable->1 #hasCatchClause->1 #determineDefinedAndUsedVariables->7 #], 9, 3, 0
PlainVariable.java, 61, 0, 9, 4, 0, [containsPlainVariable->1 #startsWithVariable->2 #getInitialVariable->1 #equals->3 #hashCode->2 #toString->1 #], 10, 1, 0
ReachingAliasSet.java, 129, 0, 15, 1, 0, [insertAlias->9 #removeAlias->5 #containsAlias->3 #containsAlias->4 #getAliases->5 #getAliases->7 #copy->2 #toString->1 #], 36, 0, 0
CompositeStatementObject.java, 300, 15, 63, 1, 0, [addStatement->1 #getStatements->1 #addExpression->1 #getExpressions->1 #getFieldInstructionsInExpressions->2 #getSuperFieldInstructionsInExpressions->2 #getLocalVariableDeclarationsInExpressions->2 #getLocalVariableInstructionsInExpressions->2 #getMethodInvocationsInExpressions->2 #getSuperMethodInvocationsInExpressions->2 #getCreationsInExpressions->2 #getArrayCreationsInExpressions->2 #getClassInstanceCreationsInExpressions->2 #getLiteralsInExpressions->2 #getAnonymousClassDeclarationsInExpressions->2 #getInvokedStaticMethodsInExpressions->2 #getUsedFieldsThroughThisReferenceInExpressions->2 #getDefinedFieldsThroughThisReferenceInExpressions->2 #getInvokedMethodsThroughThisReferenceInExpressions->2 #getNonDistinctInvokedMethodsThroughThisReferenceInExpressions->2 #getNonDistinctInvokedStaticMethodsInExpressions->2 #getNonDistinctDefinedFieldsThroughThisReferenceInExpressions->2 #getNonDistinctUsedFieldsThroughThisReferenceInExpressions->2 #getParametersPassedAsArgumentsInMethodInvocationsInExpressions->2 #getParametersPassedAsArgumentsInSuperMethodInvocationsInExpressions->2 #stringRepresentation->2 #getIfStatements->4 #getSwitchStatements->4 #getTryStatements->4 #toString->3 #], 63, 2, 2
ASTNodeDifference.java, 318, 0, 41, 2, 1, [getDifferences->1 #getExpression1->1 #getExpression2->1 #getBindingSignaturePair->1 #addDifference->1 #containsDifferenceType->3 #containsOnlyDifferenceType->4 #isParameterizable->3 #typeMismatch->2 #isVariableTypeMismatch->2 #isExpressionOfIfStatementNestedAtLevelZero->9 #isQualifierOfQualifiedName->3 #isExpressionOfFieldAccess->3 #isEmpty->1 #isParentNodeDifferenceOf->2 #isParent->4 #isLeftHandSideOfAssignment->3 #getParentExpressionOfMethodNameOrTypeName->17 #getWeight->1 #hashCode->4 #equals->13 #toString->2 #], 81, 0, 2
ASTNodeMatcher.java, 2860, 20, 183, 1, 16, [match->2 #addDifference->2 #getDifferences->1 #getTypeRoot1->1 #getTypeRoot2->1 #getAdditionallyMatchedFragments1->1 #getAdditionallyMatchedFragments2->1 #toString->2 #isParameterizable->5 #methodInvocationMatchWithMissingExpressionAndDifferentNameAndDifferentArguments->7 #onlyVariableTypeMismatchDifferences->9 #isTypeHolder->2 #getTypeBinding->31 #typeBindingMatch->23 #subclassTypeMismatch->2 #isNumberPrimitiveType->3 #validCommonSuperType->2 #isTaggingInterface->1 #commonSuperType->31 #implementsInterface->3 #addTypeBinding->4 #getAllSuperTypes->3 #isInfixExpressionWithCompositeParent->2 #processClassInstanceCreationArguments->6 #processMethodInvocationArguments->6 #overloadedMethods->1 #isExpressionWithinMethodInvocationArgument->11 #match->5 #match->11 #match->3 #match->3 #match->6 #match->7 #match->2 #match->6 #match->15 #reduceWeightOfReversedArguments->8 #match->5 #match->4 #match->4 #match->9 #match->18 #match->4 #match->7 #match->21 #match->5 #match->3 #match->29 #match->5 #match->8 #match->8 #match->6 #match->14 #match->2 #match->23 #match->6 #match->9 #match->6 #match->3 #match->3 #match->5 #match->5 #match->6 #match->8 #match->4 #setterReplacedWithFieldAssignment->13 #fieldAssignmentReplacedWithSetter->13 #getterMethodForField->7 #setterMethodForField->7 #isNestedUnderAnonymousClassDeclaration->3 #isFinallyBlockOfTryStatement->3 #hasEmptyInitializer->3 #loopMatch->25 #getOccurrencesOfSimpleName->5 #generateAbstractLoop->5 #reportAdditionalFragments->1 #ifMatch->3 #generateAbstractControlStructure->7 #reportAdditionalFragments->1 #reportAdditionalFragments->9 #], 564, 1, 1
BindingSignature.java, 107, 0, 18, 1, 1, [getOccurrences->3 #containsBinding->1 #containsOnlyBinding->1 #signatureWithoutMethods->3 #getSize->1 #getLength->2 #equals->3 #hashCode->1 #toString->1 #], 16, 0, 0
BindingSignaturePair.java, 80, 0, 13, 1, 1, [getSignature1->1 #getSignature2->1 #setGap->1 #isReverse->2 #getWeight->1 #equals->3 #hashCode->2 #toString->1 #], 12, 0, 0
BindingSignatureVisitor.java, 391, 3, 47, 1, 0, [getBindingKeys->1 #visit->2 #visit->1 #visit->1 #visit->1 #visit->1 #visit->1 #visit->2 #visit->2 #visit->1 #visit->1 #visit->1 #visit->1 #visit->3 #visit->2 #visit->1 #visit->1 #visit->1 #visit->1 #visit->1 #visit->1 #visit->2 #visit->1 #visit->2 #visit->1 #visit->1 #visit->2 #visit->1 #visit->2 #visit->2 #visit->3 #visit->2 #visit->3 #visit->2 #visit->3 #handleExpression->27 #handleType->7 #handleParameters->2 #], 90, 1, 0
AbstractControlCase.java, 57, 0, 7, 2, 0, [toString->2 #addBodyStatement->1 #getBody->1 #isDefaultCase->1 #match->3 #match->1 #match->1 #], 10, 0, 2
AbstractControlStructure.java, 52, 0, 5, 4, 0, [toString->1 #getNode->1 #match->4 #match->1 #match->1 #match->1 #getAdditionalFragments->1 #], 10, 0, 3
AbstractControlStructureUtilities.java, 214, 14, 32, 3, 2, [getIfAndTernaryStructureMatchList->9 #matchExpressionStatementExpressions->15 #getTernaryArgumentIndex->3 #isSameAssignee->3 #hasOneConditionalExpression->2 #unBlock->3 #unparenthesize->2 #], 37, 0, 0
IfControlCase.java, 32, 0, 2, 1, 0, [match->1 #match->1 #], 2, 1, 0
IfControlStructure.java, 111, 2, 18, 2, 1, [initializeFields->5 #match->4 #match->1 #match->5 #getAdditionalFragments->3 #], 18, 1, 0
Pair.java, 72, 0, 8, 1, 0, [equals->4 #hashCode->3 #getFirst->1 #setFirst->1 #getSecond->1 #setSecond->1 #toString->1 #], 12, 0, 0
SwitchControlCase.java, 150, 6, 21, 1, 0, [match->1 #match->6 #matchCaseCondition->8 #getConstantValue->3 #getLiteralValue->4 #], 22, 1, 0
SwitchControlStructure.java, 127, 29, 14, 2, 1, [createSwitchCases->6 #addToAll->6 #match->1 #match->4 #match->1 #getAdditionalFragments->1 #], 19, 1, 0
TernaryControlStructure.java, 113, 1, 16, 2, 0, [initializeFields->2 #getConditionalExpression->1 #getCondition->1 #getThenExpression->1 #getElseExpression->1 #match->5 #match->1 #match->1 #getAdditionalFragments->1 #], 14, 1, 0
Difference.java, 69, 0, 11, 2, 0, [getType->1 #getFirstValue->1 #getSecondValue->1 #getWeight->1 #setWeight->1 #equals->3 #hashCode->2 #toString->1 #], 11, 0, 0
FieldAccessReplacedWithGetterInvocationDifference.java, 44, 0, 7, 4, 0, [getGetterMethodName->1 #getInvokerDifferences->1 #addInvokerDifference->1 #getInvoker1->1 #setInvoker1->1 #getInvoker2->1 #setInvoker2->1 #], 7, 1, 0
FieldAssignmentReplacedWithSetterInvocationDifference.java, 81, 0, 17, 9, 0, [getSetterMethodName->1 #getInvokerDifferences->1 #addInvokerDifference->1 #getArgumentDifferences->1 #addArgumentDifference->1 #getInvoker1->1 #setInvoker1->1 #getInvoker2->1 #setInvoker2->1 #getArgument1->1 #setArgument1->1 #getArgument2->1 #setArgument2->1 #getField1->1 #setField1->1 #getField2->1 #setField2->1 #], 17, 1, 0
AbstractControlVariable.java, 68, 1, 8, 2, 1, [getVariableUpdaters->1 #getDataStructureExpression->1 #match->1 #equalUpdaterLists->4 #], 7, 0, 1
AbstractLoop.java, 65, 0, 6, 4, 0, [getLoopStatement->1 #getLoopBody->5 #match->3 #match->1 #match->1 #getAdditionalFragments->1 #], 12, 0, 2
AbstractLoopBindingInformation.java, 143, 50, 13, 6, 1, [getInstance->2 #iteratorInstantiationMethodBindingStartValuesContains->4 #conditionalMethodBindingEndValuesContains->2 #updateMethodValuesContains->2 #dataStructureSizeMethodContains->4 #dataStructureAccessMethodsContains->2 #getIteratorInstantiationMethodBindingStartValue->3 #getConditionalMethodBindingEndValue->1 #getUpdateMethodValue->1 #], 21, 0, 0
AbstractLoopUtilities.java, 687, 16, 86, 9, 3, [isUpdatingVariable->5 #isSameVariable->2 #isCollectionSizeInvocation->3 #isDataStructureSizeInvocation->3 #isLengthFieldAccess->5 #isCollection->1 #isSubclassOf->3 #isSubinterfaceOf->4 #getVariableDeclaration->4 #getAllVariableDeclarations->9 #findParentMethodDeclaration->3 #getUpdateValue->5 #getIncrementValue->6 #assignmentUpdateValue->15 #getIntegerValue->5 #isVariableLeftOperand->9 #isVariableRightOperand->8 #unBlock->4 #getVariableInitializedUsingControlVariable->4 #getVariableDeclarationsAndAssignmentsContainingAccessUsingVariable->10 #isAccessUsingVariable->18 #getOccurrencesOfSimpleName->3 #isExpressionAnArgument->3 #], 132, 0, 0
ConditionalLoop.java, 275, 27, 47, 2, 2, [getConditionControlVariables->1 #generateConditionControlVariables->6 #getAllVariableModifiersInParentBlock->4 #getAdditionalFragments->15 #match->3 #match->7 #findEquivalentExpression->11 #getDifference->4 #], 51, 1, 0
ConditionalLoopASTNodeMatcher.java, 155, 4, 25, 3, 3, [isInfixExpressionWithCompositeParent->1 #match->17 #compareTypes->9 #], 27, 1, 0
ControlVariable.java, 565, 33, 68, 5, 3, [getVariable->1 #getDataStructureAccessExpression->1 #getConditionContainingVariable->3 #getStartValue->21 #setMethodInvocationStartValue->5 #getValueContributingModifiers->21 #getAllVariableModifiersInParentMethod->7 #getEndValue->12 #getIteratorDataStructureExpression->13 #getVariableUpdaters->6 #getAllFirstLevelUpdaters->6 #removeExpressionsInAConditionalExpression->4 #], 100, 1, 0
EarliestStartPositionComparator.java, 13, 0, 3, 1, 0, [compare->1 #], 1, 0, 0
EnhancedForLoop.java, 84, 9, 14, 2, 3, [getControlVariable->1 #generateConditionControlVariable->4 #getAdditionalFragments->3 #match->3 #match->1 #], 12, 1, 0
VariableUpdater.java, 36, 0, 3, 2, 0, [getUpdater->1 #getUpdateValue->1 #match->1 #], 3, 0, 0
VariableValue.java, 57, 0, 5, 1, 0, [getType->1 #setType->1 #getValue->1 #setValue->1 #match->1 #], 5, 0, 0
NodePair.java, 29, 0, 2, 1, 0, [hashCode->1 #equals->3 #], 4, 0, 0
NodePairComparisonCache.java, 76, 0, 17, 2, 0, [getInstance->2 #clearCache->1 #containsNodePair->1 #getDifferencesForNodePair->1 #getMatchForNodePair->1 #getAdditionallyMatchedFragments1->1 #getAdditionallyMatchedFragments2->1 #addDifferencesForNodePair->1 #addMatchForNodePair->1 #setAdditionallyMatchedFragments1->1 #setAdditionallyMatchedFragments2->1 #getMapSize->1 #], 13, 0, 0
MethodBodyObject.java, 827, 229, 137, 2, 9, [getCompositeStatement->1 #generateTypeCheckEliminations->34 #getFieldInstructions->1 #getSuperFieldInstructions->1 #getLocalVariableDeclarations->1 #getLocalVariableInstructions->1 #getMethodInvocations->1 #getSuperMethodInvocations->1 #getConstructorInvocations->1 #getCreations->1 #getLiterals->1 #getAnonymousClassDeclarations->1 #getExceptionsInThrowStatements->1 #containsMethodInvocation->1 #containsFieldInstruction->1 #containsSuperMethodInvocation->1 #getInvokedMethodsThroughFields->1 #getInvokedMethodsThroughParameters->1 #getNonDistinctInvokedMethodsThroughFields->1 #getNonDistinctInvokedMethodsThroughParameters->1 #getInvokedMethodsThroughLocalVariables->1 #getInvokedMethodsThroughThisReference->1 #getNonDistinctInvokedMethodsThroughThisReference->1 #getInvokedStaticMethods->1 #getDefinedFieldsThroughFields->1 #getUsedFieldsThroughFields->1 #getNonDistinctDefinedFieldsThroughFields->1 #getNonDistinctUsedFieldsThroughFields->1 #getDefinedFieldsThroughParameters->1 #getUsedFieldsThroughParameters->1 #getNonDistinctDefinedFieldsThroughParameters->1 #getNonDistinctUsedFieldsThroughParameters->1 #getDefinedFieldsThroughLocalVariables->1 #getUsedFieldsThroughLocalVariables->1 #getDefinedFieldsThroughThisReference->1 #getNonDistinctDefinedFieldsThroughThisReference->1 #getUsedFieldsThroughThisReference->1 #getNonDistinctUsedFieldsThroughThisReference->1 #getDeclaredLocalVariables->1 #getDefinedLocalVariables->1 #getUsedLocalVariables->1 #getParametersPassedAsArgumentsInMethodInvocations->1 #getParametersPassedAsArgumentsInSuperMethodInvocations->1 #getParametersPassedAsArgumentsInConstructorInvocations->1 #containsSuperMethodInvocation->2 #containsSuperFieldAccess->2 #processStatement->37 #getTryStatements->1 #stringRepresentation->1 #], 120, 0, 0
StatementObject.java, 60, 15, 5, 1, 1, [toString->1 #stringRepresentation->1 #], 2, 2, 0
SynchronizedStatementObject.java, 15, 0, 0, 0, 1, [], 0, 3, 0
TryStatementObject.java, 150, 0, 30, 2, 0, [getStatementsInsideTryBlock->1 #hasResources->1 #addCatchClause->1 #getCatchClauses->1 #setFinallyClause->1 #getFinallyClause->1 #getExpressions->2 #stringRepresentation->3 #getIfStatements->3 #getSwitchStatements->3 #getTryStatements->3 #hasFinallyClauseClosingVariable->14 #hasCatchClause->1 #], 35, 3, 0
DelegationDetection.java, 43, 1, 4, 1, 1, [getAllDelegationPaths->1 #getDelegationPathsOfSize->3 #], 4, 0, 0
DelegationPath.java, 36, 0, 10, 1, 0, [addMethodInvocation->1 #size->1 #getPathIterator->1 #toString->2 #], 5, 0, 0
DelegationTree.java, 81, 4, 21, 2, 1, [getDelegations->5 #existsNode->3 #existsNode->3 #getDepth->1 #getDelegationPathList->3 #], 15, 0, 0
EnumConstantDeclarationObject.java, 86, 0, 18, 2, 0, [setEnumConstantDeclaration->1 #getEnumConstantDeclaration->1 #getName->1 #addArgument->1 #equals->3 #setEnumName->1 #getEnumName->1 #equals->1 #hashCode->2 #toString->3 #], 15, 0, 0
FieldInstructionObject.java, 95, 4, 17, 2, 0, [getOwnerClass->1 #getType->1 #getName->1 #getVariableBindingKey->1 #isStatic->1 #setStatic->1 #setSimpleName->1 #getSimpleName->1 #equals->3 #hashCode->2 #toString->1 #], 14, 0, 0
FieldObject.java, 144, 3, 34, 2, 1, [setVariableDeclarationFragment->1 #getVariableDeclarationFragment->2 #setAccess->1 #getAccess->1 #getName->1 #getType->1 #addComment->1 #addComments->1 #getCommentListIterator->1 #isStatic->1 #setStatic->1 #generateFieldInstruction->1 #equals->3 #setClassName->1 #getClassName->1 #equals->1 #hashCode->2 #toString->3 #getVariableDeclaration->1 #], 25, 1, 0
IfStatementExpressionAnalyzer.java, 315, 7, 55, 3, 0, [putTypeVariableExpression->1 #getTargetVariables->3 #getTypeVariableExpression->1 #putTypeVariableStaticField->3 #getTypeVariableStaticField->1 #putTypeVariableSubclass->3 #getTypeVariableSubclass->1 #putTypeMethodInvocationExpression->1 #getTargetMethodInvocations->3 #getTypeMethodInvocationExpression->1 #putTypeMethodInvocationStaticField->3 #getTypeMethodInvocationStaticField->1 #putTypeMethodInvocationSubclass->3 #getTypeMethodInvocationSubclass->1 #processExpression->6 #processExtendedOperands->2 #getInstanceofExpressions->3 #getInfixExpressionsWithEqualsOperator->4 #getRemainingExpression->7 #allParentNodesAreConditionalAndOperators->4 #allParentNodesAreConditionalOrOperators->4 #getNumberOfConditionalOperatorNodes->3 #getCompleteExpression->1 #toString->1 #], 61, 0, 0
Indexer.java, 570, 27, 51, 3, 2, [getSubTypes->7 #addInvokedMethod->5 #addInvokedMethodThroughReference->6 #getRecursivelyInvocationReferences->10 #addOverridingMethod->5 #setDefinedFields->1 #setUsedFields->1 #setThrownExceptionTypes->1 #isAnalyzed->2 #getRecursivelyDefinedFields->10 #getRecursivelyUsedFields->10 #getRecursivelyThrownExceptionTypes->10 #getThrownExceptionTypes->2 #getRecursivelyDefinedFieldsThroughReference->12 #getRecursivelyUsedFieldsThroughReference->10 #composeVariable->2 #addUsedFieldForMethodArgument->3 #setEmptyUsedFieldsForMethodArgument->2 #addDefinedFieldForMethodArgument->3 #setEmptyDefinedFieldsForMethodArgument->2 #containsMethodArgument->5 #getUsedFieldsForMethodArgument->3 #getDefinedFieldsForMethodArgument->3 #], 115, 0, 2
CompleteInheritanceDetection.java, 95, 0, 24, 1, 1, [addSubclassToSuperclass->2 #generateInheritanceHierarchies->6 #getTree->2 #recursivelyConstructTree->3 #getRoots->1 #getMatchingTrees->5 #], 19, 0, 0
InheritanceDetection.java, 60, 1, 18, 1, 1, [getInheritanceTreeList->1 #generateInheritanceTrees->8 #getTree->3 #], 12, 0, 0
InheritanceTree.java, 110, 0, 20, 1, 0, [getRootNode->1 #contains->3 #getNode->4 #addChildToParent->3 #addChildRootNodeToParent->2 #getLeavesByLevel->4 #equals->3 #hashCode->2 #], 22, 0, 0
TypeBindingInheritanceDetection.java, 90, 1, 20, 1, 1, [getInheritanceTreeList->1 #generateInheritanceTrees->8 #extendsOrImplements->7 #getTree->3 #getLeavesInDeepestLevels->3 #], 22, 0, 0
LibraryClassStorage.java, 69, 0, 15, 2, 0, [getInstance->2 #getCompilationUnit->4 #], 6, 1, 0
LiteralObject.java, 121, 0, 10, 2, 0, [getLiteralType->1 #getValue->1 #getType->1 #getLiteral->7 #equals->3 #hashCode->2 #toString->1 #], 16, 0, 0
LocalVariableDeclarationObject.java, 78, 3, 17, 1, 0, [getType->1 #getName->1 #getVariableDeclaration->2 #setVariableDeclaration->1 #equals->3 #equals->1 #hashCode->2 #toString->1 #], 12, 1, 0
LocalVariableInstructionObject.java, 87, 3, 18, 1, 0, [getType->1 #getName->1 #getVariableBindingKey->1 #setSimpleName->1 #getSimpleName->2 #equals->3 #equals->1 #equals->1 #hashCode->2 #toString->1 #], 14, 0, 0
MethodInvocationObject.java, 26, 2, 3, 1, 0, [setMethodInvocation->1 #getMethodInvocation->1 #], 2, 1, 0
MethodObject.java, 782, 6, 204, 4, 2, [setReturnType->1 #getReturnType->1 #setAbstract->1 #isAbstract->1 #isStatic->1 #setStatic->1 #isSynchronized->1 #setSynchronized->1 #isNative->1 #setNative->1 #getName->1 #hasTestAnnotation->1 #setTestAnnotation->1 #getExceptionsInJavaDocThrows->1 #getAccess->1 #getMethodDeclaration->1 #getMethodBody->1 #generateMethodInvocation->1 #generateSuperMethodInvocation->1 #isGetter->5 #isSetter->6 #isCollectionAdder->6 #isDelegate->35 #validTargetObject->17 #oneToManyRelationshipWithTargetClass->4 #containsFieldAccessOfEnclosingClass->6 #containsMethodCallWithThisExpressionAsArgument->8 #containsNullCheckForTargetObject->11 #overridesMethod->3 #overridesMethod->10 #getClassName->1 #getCommentListIterator->1 #getParameterListIterator->1 #getParameter->1 #getMethodInvocations->1 #getSuperMethodInvocations->1 #getConstructorInvocations->1 #getFieldInstructions->1 #getSuperFieldInstructions->1 #getLocalVariableDeclarations->1 #getLocalVariableInstructions->1 #getCreations->1 #getLiterals->1 #getAnonymousClassDeclarations->1 #getExceptionsInThrowStatements->1 #containsMethodInvocation->1 #containsFieldInstruction->1 #containsSuperMethodInvocation->1 #getInvokedMethodsThroughFields->1 #getNonDistinctInvokedMethodsThroughFields->1 #getInvokedMethodsThroughParameters->1 #getNonDistinctInvokedMethodsThroughParameters->1 #getInvokedMethodsThroughLocalVariables->1 #getInvokedMethodsThroughThisReference->1 #getNonDistinctInvokedMethodsThroughThisReference->1 #getInvokedStaticMethods->1 #getDefinedFieldsThroughFields->1 #getUsedFieldsThroughFields->1 #getNonDistinctDefinedFieldsThroughFields->1 #getNonDistinctUsedFieldsThroughFields->1 #getDefinedFieldsThroughParameters->1 #getUsedFieldsThroughParameters->1 #getNonDistinctDefinedFieldsThroughParameters->1 #getNonDistinctUsedFieldsThroughParameters->1 #getDefinedFieldsThroughLocalVariables->1 #getUsedFieldsThroughLocalVariables->1 #getDefinedFieldsThroughThisReference->1 #getNonDistinctDefinedFieldsThroughThisReference->1 #getUsedFieldsThroughThisReference->1 #getNonDistinctUsedFieldsThroughThisReference->1 #getDeclaredLocalVariables->1 #getDefinedLocalVariables->1 #getUsedLocalVariables->1 #getParametersPassedAsArgumentsInMethodInvocations->1 #getParametersPassedAsArgumentsInSuperMethodInvocations->1 #getParametersPassedAsArgumentsInConstructorInvocations->1 #containsSuperMethodInvocation->1 #containsSuperFieldAccess->1 #getParameterTypeList->1 #getParameterList->1 #equals->1 #equals->1 #equalParameterTypes->6 #equals->3 #hashCode->2 #toString->6 #getSignature->1 #], 200, 0, 0
ConnectivityMetric.java, 151, 9, 24, 1, 0, [classCohesion->15 #useCommonFieldOrOneInvokesTheOther->17 #getSystemAverageConnectivity->4 #], 36, 0, 0
LCOM.java, 154, 0, 24, 1, 0, [classLCOM->25 #getSystemAverageLCOM2->4 #getSystemAverageLCOM3->4 #], 33, 0, 0
MMImportCoupling.java, 84, 0, 22, 1, 0, [calculateCoupling->9 #getClassAverageCoupling->3 #getSystemAverageCoupling->2 #], 14, 0, 0
ParameterObject.java, 79, 3, 15, 1, 0, [getType->1 #getName->1 #isVarargs->1 #setSingleVariableDeclaration->1 #getSingleVariableDeclaration->1 #equals->3 #hashCode->3 #toString->1 #getVariableDeclaration->1 #], 13, 1, 0
Standalone.java, 257, 0, 58, 4, 12, [getMoveMethodRefactoringOpportunities->5 #getExtractClassRefactoringOpportunities->8 #getTypeCheckEliminationRefactoringOpportunities->5 #getExtractMethodRefactoringOpportunities->6 #processMethod->13 #], 37, 0, 0
SuperFieldInstructionObject.java, 82, 4, 14, 3, 0, [getOwnerClass->1 #getType->1 #getName->1 #isStatic->1 #setStatic->1 #setSimpleName->1 #getSimpleName->1 #equals->3 #hashCode->2 #toString->1 #], 13, 0, 0
SuperMethodInvocationObject.java, 26, 2, 3, 1, 0, [setSuperMethodInvocation->1 #getSuperMethodInvocation->1 #], 2, 1, 0
SystemObject.java, 869, 3, 151, 5, 4, [addClass->1 #addClasses->2 #replaceClass->2 #removeClasses->4 #removeClass->3 #addGetter->1 #addSetter->1 #addCollectionAdder->1 #addDelegate->1 #containsGetter->1 #containsSetter->1 #containsCollectionAdder->1 #containsDelegate->1 #getMethod->2 #getMethod->2 #containsMethodInvocation->3 #containsFieldInstruction->3 #containsSuperMethodInvocation->3 #getClassObject->2 #getClassObject->1 #getClassListIterator->1 #getClassNumber->1 #getPositionInClassList->2 #getClassObjects->1 #getClassObjects->3 #getClassObjects->2 #getClassObjects->2 #getClassObjects->3 #getAnonymousClassDeclaration->5 #getMethodObject->13 #getClassNames->2 #generateTypeCheckEliminations->52 #validTypeBinding->1 #handleTypeMethodInvocation->17 #nonEmptyIntersection->4 #constructUnion->5 #inheritanceHierarchyMatchingWithStaticTypes->15 #allStaticFieldsWithinSystemBoundary->5 #identifySuperFieldAccessorMethods->14 #handleGroup->5 #toString->2 #], 191, 0, 0
TypeCheckCodeFragmentAnalyzer.java, 1222, 17, 96, 1, 3, [processTypeCheckCodeFragment->110 #processTypeCheckCodeFragmentBranches->85 #processRemainingIfStatementExpressions->77 #extractOperand->8 #isValidTypeVariable->9 #isValidTypeMethodInvocation->9 #containsTypeVariableKey->3 #containsTypeMethodInvocationKey->3 #], 304, 0, 0
TypeObject.java, 135, 2, 25, 1, 0, [getClassType->1 #getGenericType->1 #setGeneric->1 #setArrayDimension->1 #getArrayDimension->1 #equalsClassType->3 #equalsGenericType->10 #equals->6 #hashCode->3 #toString->3 #extractTypeObject->4 #], 34, 0, 0
TypeSearchRequestor.java, 27, 0, 4, 1, 0, [acceptSearchMatch->3 #], 3, 1, 0
